,"SCC, anog. Region",Gyne. Ovary,Colorectal  ,Gyne. Endo.,Pancreatic or biliary,HNSCC,Adenoid cystic,Other,Sarcoma,Adeno. UGI or lung
0,-1.4915397586333454,4.085476543346299,-8.090780388872286,-19.3016662540252,-7.402428798619001,18.797928107401248,0.6185386713216667,,-16.618216819636668,
1,-7.314286706509045,-2.3636159008347803,0.4086749364188559,-8.812708793334162,5.936468588093479,-16.75287897191025,-12.3579960022699,,7.523034478780332,
2,0.25795571812675405,-1.3352871863388003,1.7517993813606005,1.61748700091004,-5.8158638045656,5.209293862449799,8.845171973824,,-19.703204308076,
3,-8.596359021418337,-10.502106703668598,0.8493880752184566,-13.543022942274401,-7.5787137979575,10.608020846428325,-11.280698784083901,,-7.5591265758086665,
4,-2.6133533907937276,3.644764044997298,2.381388024263999,9.8441194067822,-19.154762087911003,0.28800317677074716,8.012715032501001,,32.79054955636666,
5,1.259574217435408,-6.197815084782799,27.774822452907575,-19.5660937530338,-1.1149304888477993,2.3813886647155,-11.280698784083334,,-5.012789190850001,
6,-10.773211664774092,-3.06875589819446,-8.048807129530143,1.529343604609999,-3.4947779799311602,-2.503174858645176,-14.120845995663336,,-9.028168236970567,
7,5.412956048823635,8.7129577760047,-4.984805950535386,12.75282099925,15.8671902175434,-2.8337092324075,18.68775110360667,,-17.450673760961,
8,-8.716553339148364,-2.1138792667543007,-8.552478556212687,-3.61230131282376,-13.4548804426038,1.2428813773154999,-13.680133497313667,,19.520206550544,
9,5.01230832305329,3.7035257114437288,25.130546822366714,-2.5545913167864005,15.602762718533459,-2.28281860947175,0.07989006222899893,,14.525466396979667,
10,11.569575693948952,-8.607042960770801,-4.376202976625715,17.95322937639168,8.874551910414999,19.27536664727975,-2.417480761743933,,16.484187117476665,
11,2.5950670442333625,-8.53359087771268,3.031963617062999,-1.0267888858115612,-11.515745449871961,-3.0173394400537505,-8.734359904739,,1.304091446530333,
12,23.121585120354016,-2.31954465100118,5.193553489915599,7.023560313983199,-12.485312946236201,22.543984343362798,-5.012787696464334,,12.958488625076669,
13,7.950391237816199,-6.5797654683693,-11.99423330522143,-5.610197972001801,20.7444085325998,-10.839986285736,-11.966251559291232,,-15.39401543533767,
14,11.168927968177847,-3.1715888144748803,16.798981972637428,-8.136949629199602,9.697216137298,-6.80012171754275,13.2033289019364,,-2.1726404848833325,
15,5.239341626762999,5.965849869633199,-13.862014845838285,21.420167696732598,2.587053600645839,-10.0320133720975,25.298437084443332,,-13.337357109709666,
